node_name,used_as_start,used_as_end,latitude,longitude
Silicium-BÃƒÂ©cancour,False,True,47.284587925,-71.30727035
Simard,True,True,46.8928491,-71.322699
Sleeper et Akhurst,False,True,46.468626549999996,-72.21372149999999
Sorel,True,True,46.044404,-73.104744
Sorel-Sud,True,True,46.0428486,-73.1148817
Sources,True,True,45.7510888,-71.7670146
Spruce Falls Inc,True,True,46.8162625,-70.2461726
Squatec,False,True,47.8814362,-68.7253306
Stanstead,False,True,45.0106604,-72.0972499
Stukely,True,False,45.321254,-72.418442
Sully,False,True,47.4554491,-69.1521582
Sully JCT,True,True,46.476908,-72.38018869999999
Tembec Inc TÃƒÂ©miscaming,False,True,45.98763745,-73.99420394999999
Temcell,True,True,45.743002175,-74.801211575
Templeton,True,True,45.4983669,-75.6082192
Terrebonne,True,True,45.6951527,-73.6350148
Thetford,True,True,46.091329,-71.30127
Thibaudeau,True,True,45.3186017,-73.881845
Thurso-Papineau,True,True,45.598185,-75.246048
Tilly,True,True,46.6467078,-71.53878952334757
Toulnustouc,False,True,49.9706305,-68.15939380426352
Touraine,True,True,45.493909650000006,-75.734663440555
Trans Canada Ãƒâ€°nergie,False,True,46.619424175000006,-74.3083205202775
Trenche,True,False,47.7449387,-72.8819776
Trois-Pistoles,True,True,48.122101,-69.169922
Trois-RiviÃƒÂ¨res,True,True,48.339185625,-68.41265826613159
Uniboard Canada Inc,True,True,48.55627025,-67.65539453226316
Usine Alma,False,True,48.58529825,-71.69103529648955
Usine Beauharnois Alcan,True,True,46.920427875,-72.91135354824478
Usine JonquiÃƒÂ¨re,True,True,46.087992687500005,-73.52151267412239
Val dOr,False,True,45.67177509375,-73.82659223706119
Val-TÃƒÂ©treau,True,False,45.463666296875004,-73.9791320185306
Valleyfield,True,True,45.2555575,-74.1316718
Varennes,True,True,45.6834691,-73.4362737
Vaudreuil-Soulanges,True,True,45.3781798,-74.2292199
Vents du Kempt,False,True,45.445360475,-73.89120278517787
Viger,True,True,45.51254115,-73.55318567035573
Vignan,True,True,45.4970523,-75.70046002521293
Ville de Joliette,True,False,46.02357705,-73.44271611350774
Ville de Magog,False,True,45.2649413,-72.1468359
Ville de Saguenay,False,True,48.405959,-71.069183
Ville de Sherbrooke Galt,True,True,47.397172499999996,-71.47224399999999
Ville de Sherbrooke MassÃƒÂ©,True,True,46.89277925,-71.6737745
Ville de Sherbrooke Orford,True,True,46.64058262499999,-71.77453975
Ville de Sherbrooke Saint-FranÃƒÂ§ois,True,False,46.514484312499995,-71.824922375
Villeroy,True,True,46.388386,-71.875305
Viterra Inc.,False,True,48.302746662131,-72.84179085
Waconichi,False,True,50.21710732426201,-73.8082767
Wakefield,True,True,45.639968,-75.92926
Waswanipi,True,True,49.6934501,-76.14958691395637
Waterloo,False,True,45.3441569,-72.5162169
Weedon,True,True,45.7016827,-71.4655195
Wemindji,False,True,52.9247619,-78.80623302926833
Windsor,True,True,45.5697799,-72.0034954
Wyman,True,True,45.5342316,-76.2997241
Yamaska,False,True,46.004355,-72.913513
